date,year,month,cell_ll_lat,cell_ll_lon,flag,geartype,hours,fishing_hours,mmsi_present,geartype_label
2017-01-01,2017,1,34.1,-120.7,USA,fishing,8.4722,6.208,1,Fishing
2017-01-01,2017,1,34.1,-120.8,USA,fishing,18.1494,14.8069,1,Fishing
2017-01-01,2017,1,34.1,-120.8,USA,set_longlines,29.1825,23.8066,1,Set Longlines
2017-01-01,2017,1,34.2,-120.7,USA,fishing,2.9347,2.3991,1,Fishing
2017-01-01,2017,1,34.2,-120.9,USA,set_longlines,0.275,0,1,Set Longlines
2017-01-01,2017,1,34.2,-120.6,USA,set_longlines,2.5974,0,2,Set Longlines
2017-01-01,2017,1,34.3,-120.7,USA,set_longlines,0.8252,0,1,Set Longlines
2017-01-01,2017,1,34.3,-120.6,USA,pole_and_line,1.0919,0,1,Pole and Line
2017-01-01,2017,1,34.3,-120.4,USA,set_longlines,1.6016,0,2,Set Longlines
2017-01-01,2017,1,34.3,-120.5,USA,set_longlines,1.1136,0,1,Set Longlines
2017-01-01,2017,1,34.3,-120.8,USA,set_longlines,0.3111,0,1,Set Longlines
2017-01-01,2017,1,34.3,-120.4,USA,fishing,0.5663,0,1,Fishing
2017-01-01,2017,1,34.4,-120.9,USA,pole_and_line,6.6011,0,1,Pole and Line
2017-01-01,2017,1,34.4,-120,USA,set_longlines,0.8744,0,1,Set Longlines
2017-01-01,2017,1,34.4,-120.6,USA,fishing,0.5669,0,1,Fishing
2017-01-01,2017,1,34.4,-120.6,USA,other_purse_seines,0.5502,0,1,Other Purse Seines
2017-01-01,2017,1,34.4,-120,USA,other_purse_seines,0.5666,0,1,Other Purse Seines
2017-01-01,2017,1,34.4,-121,USA,set_longlines,0.4333,0,1,Set Longlines
2017-01-01,2017,1,34.4,-120.3,USA,other_purse_seines,1.125,0,1,Other Purse Seines
2017-01-01,2017,1,34.5,-120.7,USA,fishing,0.3002,0,1,Fishing
2017-01-01,2017,1,34.7,-120.8,USA,fishing,0.4083,0,1,Fishing
2017-01-01,2017,1,34.8,-120.9,USA,fishing,0.5583,0,1,Fishing
2017-01-01,2017,1,34.9,-121,USA,fishing,0.9502,0,1,Fishing
2017-01-01,2017,1,34,-120.8,USA,fishing,1.8322,1.565,1,Fishing
2017-01-01,2017,1,34.1,-120.7,USA,set_longlines,7.42,4.1986,1,Set Longlines
2017-01-01,2017,1,34.2,-120.7,USA,set_longlines,6.2216,1.6911,2,Set Longlines
2017-01-01,2017,1,34.2,-120.8,USA,fishing,1.6905,1.6905,1,Fishing
2017-01-01,2017,1,34.2,-120.6,USA,fishing,0.3144,0,1,Fishing
2017-01-01,2017,1,34.2,-120.8,USA,set_longlines,27.7891,15.7516,2,Set Longlines
2017-01-01,2017,1,34.3,-121,USA,set_longlines,8.6333,5.7169,1,Set Longlines
2017-01-01,2017,1,34.3,-120.9,USA,pole_and_line,1.1669,0,1,Pole and Line
2017-01-01,2017,1,34.3,-120.4,USA,pole_and_line,0.8252,0,1,Pole and Line
2017-01-01,2017,1,34.3,-120.6,USA,set_longlines,0.6075,0,1,Set Longlines
2017-01-01,2017,1,34.3,-120.7,USA,pole_and_line,1.4249,0,1,Pole and Line
2017-01-01,2017,1,34.3,-120.5,USA,pole_and_line,0.8247,0,1,Pole and Line
2017-01-01,2017,1,34.3,-120.8,USA,pole_and_line,4.2816,0,1,Pole and Line
2017-01-01,2017,1,34.3,-120.9,USA,set_longlines,0.6394,0,1,Set Longlines
2017-01-01,2017,1,34.4,-120.9,USA,set_longlines,0.2666,0.2666,1,Set Longlines
2017-01-01,2017,1,34.4,-120.7,USA,fishing,0.6413,0,1,Fishing
2017-01-01,2017,1,34.4,-120.3,USA,set_longlines,0.2663,0,1,Set Longlines
2017-01-01,2017,1,34.4,-120.5,USA,other_purse_seines,1.9158,0,1,Other Purse Seines
2017-01-01,2017,1,34.4,-120.5,USA,fishing,0.5333,0,1,Fishing
2017-01-01,2017,1,34.4,-120.4,USA,other_purse_seines,11.0319,4.3241,1,Other Purse Seines
2017-01-01,2017,1,34.5,-120.6,USA,other_purse_seines,0.6163,0,1,Other Purse Seines
2017-01-01,2017,1,34.5,-120.8,USA,fishing,0.3505,0,1,Fishing
2017-01-01,2017,1,34.6,-120.8,USA,fishing,0.7491,0,1,Fishing
2017-01-01,2017,1,34.7,-120.9,USA,fishing,0.5583,0,1,Fishing
2017-02-01,2017,2,33.9,-121.1,USA,trawlers,0.5613,0,1,Trawlers
2017-02-01,2017,2,34,-121.1,USA,trawlers,0.2247,0,1,Trawlers
2017-02-01,2017,2,34,-121.2,USA,trawlers,0.3172,0,1,Trawlers
2017-02-01,2017,2,34.1,-120.9,USA,set_longlines,1.4661,0.6997,2,Set Longlines
2017-02-01,2017,2,34.1,-120.7,USA,set_longlines,0.8572,0,1,Set Longlines
2017-02-01,2017,2,34.1,-120.9,USA,fishing,9.9858,8.3727,1,Fishing
2017-02-01,2017,2,34.1,-120.8,USA,set_longlines,10.8797,10.0291,1,Set Longlines
2017-02-01,2017,2,34.1,-120.7,USA,fishing,0.9919,0,1,Fishing
2017-02-01,2017,2,34.1,-121.2,USA,trawlers,0.5408,0,1,Trawlers
2017-02-01,2017,2,34.1,-120.8,USA,fishing,20.0655,12.3991,1,Fishing
2017-02-01,2017,2,34.1,-121.3,USA,trawlers,0.0772,0,1,Trawlers
2017-02-01,2017,2,34.2,-120.9,USA,set_longlines,15.2194,11.9025,2,Set Longlines
2017-02-01,2017,2,34.2,-121,USA,set_longlines,7.0163,5.3,1,Set Longlines
2017-02-01,2017,2,34.2,-120.7,USA,fishing,1.2836,0,1,Fishing
2017-02-01,2017,2,34.2,-120.8,USA,set_longlines,1.6916,0,2,Set Longlines
2017-02-01,2017,2,34.2,-120.7,USA,set_longlines,1.4663,0,2,Set Longlines
2017-02-01,2017,2,34.2,-121.3,USA,trawlers,0.5838,0,1,Trawlers
2017-02-01,2017,2,34.2,-120.9,USA,fishing,3.6819,3.6819,1,Fishing
2017-02-01,2017,2,34.2,-120.6,USA,set_longlines,1.4747,0,2,Set Longlines
2017-02-01,2017,2,34.2,-120.8,USA,fishing,0.5088,0,1,Fishing
2017-02-01,2017,2,34.2,-120.6,USA,fishing,0.8505,0,1,Fishing
2017-02-01,2017,2,34.3,-120.7,USA,set_longlines,0.2916,0,1,Set Longlines
2017-02-01,2017,2,34.3,-120.6,USA,set_longlines,0.525,0,1,Set Longlines
2017-02-01,2017,2,34.3,-121.3,USA,trawlers,0.1308,0,1,Trawlers
2017-02-01,2017,2,34.3,-120.5,USA,fishing,0.825,0,1,Fishing
2017-02-01,2017,2,34.3,-120.6,USA,fishing,0.5583,0,1,Fishing
2017-02-01,2017,2,34.3,-121.4,USA,trawlers,0.4575,0,1,Trawlers
2017-02-01,2017,2,34.3,-120.5,USA,set_longlines,0.2919,0,1,Set Longlines
2017-02-01,2017,2,34.3,-120.7,USA,fishing,0.2663,0,1,Fishing
2017-02-01,2017,2,34.3,-120.4,USA,set_longlines,0.8825,0,1,Set Longlines
2017-02-01,2017,2,34.4,-120.5,USA,fishing,0.325,0,1,Fishing
2017-02-01,2017,2,34.4,-121.4,USA,trawlers,0.3277,0,1,Trawlers
2017-02-01,2017,2,34.4,-120.4,USA,fishing,0.5666,0,1,Fishing
2017-02-01,2017,2,34.4,-120,USA,fishing,0.2663,0,1,Fishing
2017-02-01,2017,2,34.4,-120.3,USA,fishing,0.5583,0,1,Fishing
2017-02-01,2017,2,34.4,-121.5,USA,trawlers,0.1777,0,1,Trawlers
2017-02-01,2017,2,34.5,-121.5,USA,trawlers,0.5777,0,1,Trawlers
2017-02-01,2017,2,34.7,-121.6,USA,trawlers,0.3333,0,1,Trawlers
2017-03-01,2017,3,34,-120.8,CAN,trawlers,0.6166,0,1,Trawlers
2017-03-01,2017,3,34.1,-120.9,CAN,trawlers,0.383,0,1,Trawlers
2017-03-01,2017,3,34.2,-120.9,CAN,trawlers,0.5805,0,1,Trawlers
2017-03-01,2017,3,34.4,-121.1,CAN,trawlers,0.4797,0,1,Trawlers
2017-03-01,2017,3,34.5,-121.1,CAN,trawlers,0.3511,0,1,Trawlers
2017-03-01,2017,3,34.5,-121.2,CAN,trawlers,0.3363,0,1,Trawlers
2017-03-01,2017,3,34.6,-121.2,CAN,trawlers,0.5825,0,1,Trawlers
2017-03-01,2017,3,34.7,-121.3,CAN,trawlers,0.7505,0,1,Trawlers
2017-03-01,2017,3,34.8,-121.4,CAN,trawlers,0.4269,0,1,Trawlers
2017-03-01,2017,3,34.9,-121.5,CAN,trawlers,0.2555,0,1,Trawlers
2017-03-01,2017,3,34.2,-120.6,USA,set_longlines,0.8269,0,2,Set Longlines
2017-03-01,2017,3,34.2,-120.7,USA,fishing,0.8388,0,1,Fishing
2017-03-01,2017,3,34.2,-120.8,USA,fishing,0.4172,0,1,Fishing
2017-03-01,2017,3,34.2,-120.7,USA,set_longlines,3.458,2.7158,1,Set Longlines
2017-03-01,2017,3,34.2,-120.6,USA,fishing,1.363,0,1,Fishing
2017-03-01,2017,3,34.3,-120.8,USA,fishing,0.6669,0,1,Fishing
2017-03-01,2017,3,34.3,-120.5,USA,fishing,0.0866,0,1,Fishing
2017-03-01,2017,3,34.3,-120.7,USA,fishing,0.6022,0,1,Fishing
2017-03-01,2017,3,34.3,-120.4,USA,set_longlines,0.2827,0,1,Set Longlines
2017-03-01,2017,3,34.3,-120.5,USA,set_longlines,0.0505,0,1,Set Longlines
2017-03-01,2017,3,34.4,-120.9,USA,fishing,0.4611,0,1,Fishing
2017-03-01,2017,3,34.4,-120.8,USA,fishing,0.2194,0,1,Fishing
2017-03-01,2017,3,34.5,-120.9,USA,fishing,0.6527,0,1,Fishing
2017-03-01,2017,3,34.7,-120.9,USA,fishing,0.6327,0,1,Fishing
2017-03-01,2017,3,34.8,-121,USA,fishing,0.6513,0,1,Fishing
2017-03-01,2017,3,34.1,-120.8,CAN,trawlers,0.2836,0,1,Trawlers
2017-03-01,2017,3,34.2,-121,CAN,trawlers,0.0325,0,1,Trawlers
2017-03-01,2017,3,34.3,-121,CAN,trawlers,0.6394,0,1,Trawlers
2017-03-01,2017,3,34.4,-121,CAN,trawlers,0.2444,0,1,Trawlers
2017-03-01,2017,3,34.8,-121.3,CAN,trawlers,0.158,0,1,Trawlers
2017-03-01,2017,3,34.9,-121.4,CAN,trawlers,0.4152,0,1,Trawlers
2017-03-01,2017,3,35,-121.5,CAN,trawlers,0.5777,0,1,Trawlers
2017-03-01,2017,3,34.1,-120.8,USA,set_longlines,17.8663,15.2186,1,Set Longlines
2017-03-01,2017,3,34.1,-120.7,USA,set_longlines,1.5497,0,1,Set Longlines
2017-03-01,2017,3,34.1,-120.9,USA,fishing,15.2294,14.173,1,Fishing
2017-03-01,2017,3,34.1,-120.8,USA,fishing,10.7141,8.4341,1,Fishing
2017-03-01,2017,3,34.1,-120.7,USA,fishing,1.7825,0,1,Fishing
2017-03-01,2017,3,34.2,-120.9,USA,fishing,2.5408,2.3808,1,Fishing
2017-03-01,2017,3,34.2,-120.8,USA,set_longlines,9.1869,6.3483,1,Set Longlines
2017-03-01,2017,3,34.3,-120.6,USA,fishing,0.5636,0,1,Fishing
2017-03-01,2017,3,34.6,-120.9,USA,fishing,0.6636,0,1,Fishing
2017-03-01,2017,3,34.7,-121,USA,fishing,0.0144,0,1,Fishing
2017-03-01,2017,3,34.9,-121,USA,fishing,0.6794,0,1,Fishing
2017-03-01,2017,3,35,-121,USA,fishing,0.4197,0,1,Fishing
2017-03-01,2017,3,35,-121.1,USA,fishing,0.2719,0,1,Fishing
2017-04-01,2017,4,34.1,-120.7,USA,pole_and_line,8.8749,7.6349,1,Pole and Line
2017-04-01,2017,4,34.1,-120.9,USA,set_longlines,17.3925,17.1258,1,Set Longlines
2017-04-01,2017,4,34.1,-120.8,USA,set_longlines,20.2391,0,2,Set Longlines
2017-04-01,2017,4,34.1,-120.9,USA,fishing,0.2733,0,1,Fishing
2017-04-01,2017,4,34.1,-120.8,USA,pole_and_line,14.1719,12.3672,1,Pole and Line
2017-04-01,2017,4,34.1,-120.7,USA,set_longlines,0.8744,0,2,Set Longlines
2017-04-01,2017,4,34.2,-120.7,USA,set_longlines,3.2494,2.2413,1,Set Longlines
2017-04-01,2017,4,34.2,-120.8,USA,set_longlines,6.9955,6.2872,1,Set Longlines
2017-04-01,2017,4,34.2,-120.9,USA,fishing,0.3569,0,1,Fishing
2017-04-01,2017,4,34.2,-120.6,USA,set_longlines,0.8838,0,2,Set Longlines
2017-04-01,2017,4,34.2,-121,USA,fishing,0.6333,0,1,Fishing
2017-04-01,2017,4,34.2,-120.7,USA,pole_and_line,4.7358,0,1,Pole and Line
2017-04-01,2017,4,34.2,-120.6,USA,pole_and_line,4.8666,0,1,Pole and Line
2017-04-01,2017,4,34.2,-120.8,USA,pole_and_line,29.3275,26.5769,1,Pole and Line
2017-04-01,2017,4,34.3,-120.5,USA,pole_and_line,2.8519,0,1,Pole and Line
2017-04-01,2017,4,34.3,-120.6,USA,pole_and_line,1.3158,0,1,Pole and Line
2017-04-01,2017,4,34.3,-120.9,USA,pole_and_line,8.1694,7.9033,1,Pole and Line
2017-04-01,2017,4,34.3,-120.5,USA,trawlers,0.4972,0,1,Trawlers
2017-04-01,2017,4,34.3,-120.7,USA,fishing,0.2458,0,1,Fishing
2017-04-01,2017,4,34.3,-120.5,USA,fishing,0.1169,0,1,Fishing
2017-04-01,2017,4,34.3,-120.7,USA,pole_and_line,0.9319,0,1,Pole and Line
2017-04-01,2017,4,34.3,-121,USA,fishing,0.8725,0,1,Fishing
2017-04-01,2017,4,34.3,-120.4,USA,trawlers,0.5091,0,1,Trawlers
2017-04-01,2017,4,34.3,-120.6,USA,fishing,0.7036,0,1,Fishing
2017-04-01,2017,4,34.3,-120.4,USA,set_longlines,0.3416,0,1,Set Longlines
2017-04-01,2017,4,34.3,-120.4,USA,pole_and_line,1.9916,0,1,Pole and Line
2017-04-01,2017,4,34.3,-120.8,USA,pole_and_line,1.5758,0.4491,1,Pole and Line
2017-04-01,2017,4,34.4,-120.4,USA,pole_and_line,1.2594,0,1,Pole and Line
2017-04-01,2017,4,34.4,-120.7,USA,trawlers,0.375,0,1,Trawlers
2017-04-01,2017,4,34.4,-120.5,USA,trawlers,0.1136,0,1,Trawlers
2017-04-01,2017,4,34.4,-120.3,USA,fishing,0.6761,0,2,Fishing
2017-04-01,2017,4,34.4,-120.4,USA,fishing,0.5416,0,1,Fishing
2017-04-01,2017,4,34.4,-120,USA,fishing,0.4072,0,1,Fishing
2017-04-01,2017,4,34.4,-120.3,USA,pole_and_line,1.6422,0,1,Pole and Line
2017-04-01,2017,4,34.4,-120,USA,pole_and_line,1.5991,0,1,Pole and Line
2017-04-01,2017,4,34.4,-121.1,USA,fishing,0.3336,0,1,Fishing
2017-04-01,2017,4,34.4,-120.7,USA,fishing,0.4588,0,1,Fishing
2017-04-01,2017,4,34.4,-121,USA,fishing,0.533,0,1,Fishing
2017-04-01,2017,4,34.4,-120.9,USA,pole_and_line,1.8766,1.8094,1,Pole and Line
2017-04-01,2017,4,34.4,-120.5,USA,fishing,1.065,0,1,Fishing
2017-04-01,2017,4,34.4,-120.6,USA,trawlers,0.5277,0,1,Trawlers
2017-04-01,2017,4,34.4,-120.8,USA,fishing,0.4997,0,1,Fishing
2017-04-01,2017,4,34.5,-120.6,USA,fishing,0.5266,0,1,Fishing
2017-04-01,2017,4,34.5,-121.1,USA,fishing,0.9472,0,1,Fishing
2017-04-01,2017,4,34.5,-120.8,USA,trawlers,0.6725,0,1,Trawlers
2017-04-01,2017,4,34.5,-120.8,USA,fishing,0.7791,0,1,Fishing
2017-04-01,2017,4,34.5,-120.7,USA,trawlers,0.2052,0,1,Trawlers
2017-04-01,2017,4,34.5,-120.7,USA,fishing,1.2016,0,1,Fishing
2017-04-01,2017,4,34.6,-120.8,USA,fishing,0.6744,0,1,Fishing
2017-04-01,2017,4,34.6,-121.2,USA,fishing,0.0766,0,1,Fishing
2017-04-01,2017,4,34.6,-121.1,USA,fishing,0.8413,0,1,Fishing
2017-04-01,2017,4,34.6,-120.8,USA,trawlers,0.2472,0,1,Trawlers
2017-04-01,2017,4,34.6,-120.9,USA,trawlers,0.3855,0,1,Trawlers
2017-04-01,2017,4,34.6,-120.8,USA,other_purse_seines,0.0708,0,1,Other Purse Seines
2017-04-01,2017,4,34.6,-120.9,USA,fishing,0.6458,0,1,Fishing
2017-04-01,2017,4,34.7,-121,USA,fishing,0.4275,0,1,Fishing
2017-04-01,2017,4,34.7,-120.8,USA,other_purse_seines,1.4336,0,1,Other Purse Seines
2017-04-01,2017,4,34.7,-120.8,USA,fishing,0.0916,0,1,Fishing
2017-04-01,2017,4,34.7,-120.9,USA,trawlers,0.4449,0,1,Trawlers
2017-04-01,2017,4,34.7,-121.2,USA,fishing,0.9319,0,1,Fishing
2017-04-01,2017,4,34.7,-120.9,USA,fishing,0.9252,0,2,Fishing
2017-04-01,2017,4,34.8,-121,USA,fishing,0.9391,0,2,Fishing
2017-04-01,2017,4,34.8,-120.9,USA,fishing,0.433,0,1,Fishing
2017-04-01,2017,4,34.8,-120.9,USA,trawlers,0.6636,0,1,Trawlers
2017-04-01,2017,4,34.8,-121.1,USA,fishing,0.1077,0,1,Fishing
2017-04-01,2017,4,34.8,-121.2,USA,fishing,0.9833,0,1,Fishing
2017-04-01,2017,4,34.9,-120.8,USA,other_purse_seines,0.4163,0,1,Other Purse Seines
2017-04-01,2017,4,34.9,-120.9,USA,trawlers,0.2086,0,1,Trawlers
2017-04-01,2017,4,34.9,-121.3,USA,fishing,0.7613,0,1,Fishing
2017-04-01,2017,4,34.9,-121.2,USA,fishing,0.3416,0,1,Fishing
2017-04-01,2017,4,34.9,-121,USA,fishing,0.718,0,1,Fishing
2017-04-01,2017,4,34.9,-121.1,USA,fishing,0.6705,0,1,Fishing
2017-04-01,2017,4,34.9,-120.9,USA,other_purse_seines,0.2669,0,1,Other Purse Seines
2017-04-01,2017,4,34.9,-121,USA,trawlers,0.4638,0,1,Trawlers
2017-04-01,2017,4,35,-121,USA,trawlers,0.55,0,1,Trawlers
2017-04-01,2017,4,35,-121.1,USA,trawlers,0.0916,0,1,Trawlers
2017-04-01,2017,4,35,-121.3,USA,fishing,0.9858,0,1,Fishing
2017-04-01,2017,4,35,-121.1,USA,fishing,0.2752,0,1,Fishing
2017-04-01,2017,4,35,-120.9,USA,other_purse_seines,0.9413,0,1,Other Purse Seines
2017-04-01,2017,4,35,-121.2,USA,fishing,0.4047,0,1,Fishing
2017-04-01,2017,4,35,-121,USA,fishing,1.1252,0,1,Fishing
2017-05-01,2017,5,34,-120.8,CAN,trawlers,0.4055,0,1,Trawlers
2017-05-01,2017,5,34.1,-120.8,CAN,trawlers,0.5752,0,1,Trawlers
2017-05-01,2017,5,34.1,-120.9,CAN,trawlers,0.3038,0,1,Trawlers
2017-05-01,2017,5,34.2,-121,CAN,trawlers,0.3336,0,1,Trawlers
2017-05-01,2017,5,34.3,-121,CAN,trawlers,0.5394,0,1,Trawlers
2017-05-01,2017,5,34.5,-121.2,CAN,trawlers,0.6041,0,1,Trawlers
2017-05-01,2017,5,34.6,-121.2,CAN,trawlers,0.5991,0,1,Trawlers
2017-05-01,2017,5,34.6,-121.3,CAN,trawlers,0.2302,0,1,Trawlers
2017-05-01,2017,5,34.7,-121.4,CAN,trawlers,0.0861,0,1,Trawlers
2017-05-01,2017,5,34.8,-121.4,CAN,trawlers,0.8305,0,1,Trawlers
2017-05-01,2017,5,34.9,-121.5,CAN,trawlers,0.7241,0,1,Trawlers
2017-05-01,2017,5,35,-121.5,CAN,trawlers,0.4811,0,1,Trawlers
2017-05-01,2017,5,34.1,-120.8,USA,fishing,9.9591,7.5463,1,Fishing
2017-05-01,2017,5,34.1,-120.8,USA,set_longlines,0.0255,0,1,Set Longlines
2017-05-01,2017,5,34.1,-120.9,USA,pole_and_line,5.943,4.6688,1,Pole and Line
2017-05-01,2017,5,34.1,-120.9,USA,fishing,0.3777,0.3777,1,Fishing
2017-05-01,2017,5,34.1,-120.7,USA,set_longlines,2.5727,1.533,2,Set Longlines
2017-05-01,2017,5,34.1,-120.7,USA,pole_and_line,2.9166,1.5752,1,Pole and Line
2017-05-01,2017,5,34.1,-120.7,USA,fishing,0.6505,0,1,Fishing
2017-05-01,2017,5,34.1,-120.8,USA,pole_and_line,15.1491,9.3308,1,Pole and Line
2017-05-01,2017,5,34.2,-120.7,USA,set_longlines,3.7408,2.0491,1,Set Longlines
2017-05-01,2017,5,34.2,-120.8,USA,pole_and_line,23.4927,16.1413,1,Pole and Line
2017-05-01,2017,5,34.2,-120.8,USA,set_longlines,5.5341,3.9327,1,Set Longlines
2017-05-01,2017,5,34.3,-120.7,USA,drifting_longlines,1.3091,0,1,Drifting Longlines
2017-05-01,2017,5,34.3,-120.4,USA,other_purse_seines,0.6069,0,1,Other Purse Seines
2017-05-01,2017,5,34.3,-120.6,USA,drifting_longlines,1.5408,0,1,Drifting Longlines
2017-05-01,2017,5,34.3,-120.6,USA,pole_and_line,0.1086,0,1,Pole and Line
2017-05-01,2017,5,34.3,-120.4,USA,pole_and_line,1.1752,0,1,Pole and Line
2017-05-01,2017,5,34.4,-120,USA,pole_and_line,1.0752,0,1,Pole and Line
2017-05-01,2017,5,34.4,-120,USA,trollers,0.9008,0,1,Trollers
2017-05-01,2017,5,34.4,-120.8,USA,drifting_longlines,0.8086,0,1,Drifting Longlines
2017-05-01,2017,5,34.4,-120.6,USA,other_purse_seines,1.0247,0,1,Other Purse Seines
2017-05-01,2017,5,34.4,-120.4,USA,trollers,5.8086,0,1,Trollers
2017-05-01,2017,5,34.4,-120.6,USA,trollers,0.3994,0,1,Trollers
2017-05-01,2017,5,34.4,-120.5,USA,trollers,1.3419,0,1,Trollers
2017-05-01,2017,5,34.4,-120.4,USA,pole_and_line,0.6413,0,1,Pole and Line
2017-05-01,2017,5,34.4,-120.3,USA,pole_and_line,1.0688,0,1,Pole and Line
2017-05-01,2017,5,34.4,-120.9,USA,drifting_longlines,1.658,0,1,Drifting Longlines
2017-05-01,2017,5,34.5,-121.1,USA,drifting_longlines,0.4088,0,1,Drifting Longlines
2017-05-01,2017,5,34.5,-121,USA,drifting_longlines,0.9333,0,1,Drifting Longlines
2017-05-01,2017,5,34.6,-120.8,USA,trollers,3.2494,0.3,1,Trollers
2017-05-01,2017,5,34.6,-121.2,USA,drifting_longlines,0.308,0,1,Drifting Longlines
2017-05-01,2017,5,34.6,-120.7,USA,trollers,0.573,0,1,Trollers
2017-05-01,2017,5,34.6,-121,USA,drifting_longlines,1.0905,0,1,Drifting Longlines
2017-05-01,2017,5,34.6,-120.7,USA,other_purse_seines,1.8266,0,1,Other Purse Seines
2017-05-01,2017,5,34.7,-121,USA,drifting_longlines,0.2172,0,1,Drifting Longlines
2017-05-01,2017,5,34.7,-120.7,USA,other_purse_seines,0.9405,0,1,Other Purse Seines
2017-05-01,2017,5,34.8,-121.2,USA,drifting_longlines,0.4166,0,1,Drifting Longlines
2017-05-01,2017,5,34.8,-121.3,USA,drifting_longlines,1.5169,0,1,Drifting Longlines
2017-05-01,2017,5,34.8,-121.1,USA,drifting_longlines,0.75,0,1,Drifting Longlines
2017-05-01,2017,5,34.9,-121.4,USA,drifting_longlines,0.5747,0,1,Drifting Longlines
2017-05-01,2017,5,35,-121.5,USA,drifting_longlines,2.5152,0,1,Drifting Longlines
2017-05-01,2017,5,34.2,-120.9,CAN,trawlers,0.5058,0,1,Trawlers
2017-05-01,2017,5,34.3,-121.1,CAN,trawlers,0.2908,0,1,Trawlers
2017-05-01,2017,5,34.4,-121.1,CAN,trawlers,0.7527,0,1,Trawlers
2017-05-01,2017,5,34.5,-121.1,CAN,trawlers,0.183,0,1,Trawlers
2017-05-01,2017,5,34.7,-121.3,CAN,trawlers,0.7138,0,1,Trawlers
2017-05-01,2017,5,34.9,-121.4,CAN,trawlers,0.083,0,1,Trawlers
2017-05-01,2017,5,34.2,-120.7,USA,fishing,0.0913,0,1,Fishing
2017-05-01,2017,5,34.2,-120.6,USA,pole_and_line,2.9594,0,1,Pole and Line
2017-05-01,2017,5,34.2,-120.9,USA,pole_and_line,2.0666,2.0666,1,Pole and Line
2017-05-01,2017,5,34.2,-120.7,USA,pole_and_line,2.9175,0,1,Pole and Line
2017-05-01,2017,5,34.2,-120.6,USA,fishing,0.4416,0,1,Fishing
2017-05-01,2017,5,34.2,-120.6,USA,set_longlines,0.3836,0,1,Set Longlines
2017-05-01,2017,5,34.3,-120.5,USA,drifting_longlines,1.3241,0,1,Drifting Longlines
2017-05-01,2017,5,34.3,-120.8,USA,drifting_longlines,0.7416,0,1,Drifting Longlines
2017-05-01,2017,5,34.3,-120.5,USA,set_longlines,0.4647,0,1,Set Longlines
2017-05-01,2017,5,34.3,-120.5,USA,pole_and_line,1.4261,0,1,Pole and Line
2017-05-01,2017,5,34.3,-120.5,USA,other_purse_seines,0.5002,0,1,Other Purse Seines
2017-05-01,2017,5,34.3,-120.4,USA,set_longlines,0.6088,0,1,Set Longlines
2017-05-01,2017,5,34.3,-120.4,USA,drifting_longlines,0.7341,0,1,Drifting Longlines
2017-05-01,2017,5,34.3,-120.6,USA,set_longlines,0.1761,0,1,Set Longlines
2017-05-01,2017,5,34.4,-120.5,USA,other_purse_seines,0.4169,0,1,Other Purse Seines
2017-05-01,2017,5,34.4,-120.7,USA,drifting_longlines,0.2261,0,1,Drifting Longlines
2017-05-01,2017,5,34.4,-120,USA,set_longlines,0.0427,0,1,Set Longlines
2017-05-01,2017,5,34.4,-121,USA,drifting_longlines,0.158,0,1,Drifting Longlines
2017-05-01,2017,5,34.4,-120.3,USA,trollers,1.35,0,1,Trollers
2017-05-01,2017,5,34.5,-120.9,USA,drifting_longlines,0.7994,0,1,Drifting Longlines
2017-05-01,2017,5,34.5,-120.7,USA,trollers,1.5586,0,1,Trollers
2017-05-01,2017,5,34.5,-120.7,USA,other_purse_seines,0.6247,0,1,Other Purse Seines
2017-05-01,2017,5,34.5,-120.6,USA,trollers,1.5011,0,1,Trollers
2017-05-01,2017,5,34.6,-121.1,USA,drifting_longlines,0.6833,0,1,Drifting Longlines
2017-05-01,2017,5,34.7,-121.1,USA,drifting_longlines,0.7747,0,1,Drifting Longlines
2017-05-01,2017,5,34.7,-121.2,USA,drifting_longlines,1.1916,0,1,Drifting Longlines
2017-05-01,2017,5,34.8,-120.8,USA,other_purse_seines,0.2666,0,1,Other Purse Seines
2017-05-01,2017,5,34.8,-120.7,USA,other_purse_seines,0.8327,0,1,Other Purse Seines
2017-05-01,2017,5,34.9,-121.2,USA,drifting_longlines,1.0997,0,1,Drifting Longlines
2017-05-01,2017,5,35,-121.3,USA,drifting_longlines,1.0841,0,1,Drifting Longlines
2017-05-01,2017,5,35,-121.4,USA,drifting_longlines,0.1669,0,1,Drifting Longlines
2017-06-01,2017,6,33.9,-121.2,USA,drifting_longlines,0.8269,0,1,Drifting Longlines
2017-06-01,2017,6,33.9,-121.1,USA,drifting_longlines,0.1475,0,1,Drifting Longlines
2017-06-01,2017,6,34,-120.8,USA,fishing,3.3872,2.8341,1,Fishing
2017-06-01,2017,6,34,-120.9,USA,drifting_longlines,0.8447,0,1,Drifting Longlines
2017-06-01,2017,6,34,-121,USA,drifting_longlines,0.8222,0,1,Drifting Longlines
2017-06-01,2017,6,34,-120.8,USA,drifting_longlines,0.8277,0,1,Drifting Longlines
2017-06-01,2017,6,34.1,-120.9,USA,set_longlines,12.1008,9.2452,1,Set Longlines
2017-06-01,2017,6,34.1,-120.7,USA,fishing,0.3836,0,1,Fishing
2017-06-01,2017,6,34.1,-120.9,USA,fishing,0.9052,0.8397,1,Fishing
